"","X.2","X.1","X","predator","prey","ra","site","sex","age","year","color","temperature","clouds","precipitation","cover_snow","weight","fat","muscle","winds","fresh_snow","clouds_height","snow_height","elevation","wing","p8","tarsus","beak_colour","first_reaction","provoking","flapping","time_min","time_hour","day","month","timekey","key_m100","capture_day","sex_genetics","clean_species","present_in_site.x","otu_phylum","otu_class","otu_order","otu_family","otu_genus","otu_species","present_in_site.y","anthropogenic.x","anthropogenic.y","anthropogenic"
"68",68,68,68,"N566785","otu1",246693,"Tiefenbach","m",6,2024,"black","-3",8,"snow",97,38.5,3,2,0,"35",NA,NA,2102,123,97.5,21.5,9,NA,NA,NA,25,8,28,3,"2024-03-28 08:25","2024-03-28 06:45:00","2024-03-28","m","unclassified",NA,"Streptophyta","Magnoliopsida","Asterales","Asteraceae","Unclassified","Unclassified",NA,TRUE,TRUE,TRUE
"69",69,69,69,"N566881","otu75",5,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified",NA,NA,NA,NA
"70",70,70,70,"N566881","otu52",512,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","hippocrepis comosa",TRUE,"Streptophyta","Magnoliopsida","Fabales","Fabaceae","Hippocrepis","Hippocrepis comosa",TRUE,FALSE,FALSE,FALSE
"71",71,71,71,"N566881","otu498",2,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"72",72,72,72,"N566881","otu381",7,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified",NA,NA,NA,NA
"73",73,73,73,"N566881","otu13",840,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Pinopsida","Cupressales","Cupressaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"74",74,74,74,"N566881","otu839",143,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium","Unclassified",NA,FALSE,FALSE,FALSE
"75",75,75,75,"N566881","otu10",109141,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Poales","Poaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"76",76,76,76,"N566881","otu89",509,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex","Unclassified",NA,FALSE,FALSE,FALSE
"77",77,77,77,"N566881","otu56",1477,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium","Unclassified",NA,FALSE,FALSE,FALSE
"78",78,78,78,"N566881","otu675",2,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"79",79,79,79,"N566881","otu478",5,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","cannabis sativa",FALSE,"Streptophyta","Magnoliopsida","Rosales","Cannabaceae","Cannabis","Cannabis sativa",FALSE,TRUE,TRUE,TRUE
"80",80,80,80,"N566881","otu211",44,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Poales","Poaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"81",81,81,81,"N566881","otu1",1436207,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Asterales","Asteraceae","Unclassified","Unclassified",NA,TRUE,TRUE,TRUE
"82",82,82,82,"N566881","otu300",150,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified",NA,NA,NA,NA
"83",83,83,83,"N566881","otu906",116,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"84",84,84,84,"N566881","otu716",99,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","calystegia sepium",FALSE,"Streptophyta","Magnoliopsida","Solanales","Convolvulaceae","Calystegia","Calystegia sepium",FALSE,FALSE,FALSE,FALSE
"85",85,85,85,"N566881","otu463",2,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Asterales","Asteraceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"86",86,86,86,"N566881","otu18",1052,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"87",87,87,87,"N566881","otu603",55,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"88",88,88,88,"N566881","otu842",14,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"89",89,89,89,"N566881","otu8",2,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Persicaria","Unclassified",NA,FALSE,FALSE,FALSE
"90",90,90,90,"N566881","otu11",271,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium","Unclassified",NA,FALSE,FALSE,FALSE
"91",91,91,91,"N566881","otu575",2,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"92",92,92,92,"N566881","otu225",2,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"93",93,93,93,"N566881","otu824",220,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"94",94,94,94,"N566881","otu247",67,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified",NA,NA,NA,NA
"95",95,95,95,"N566881","otu2",621488,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","cannabis sativa",FALSE,"Streptophyta","Magnoliopsida","Rosales","Cannabaceae","Cannabis","Cannabis sativa",FALSE,TRUE,TRUE,TRUE
"96",96,96,96,"N566881","otu447",2,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"97",97,97,97,"N566881","otu759",2,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"98",98,98,98,"N566881","otu847",3,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"99",99,99,99,"N566881","otu931",2,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"100",100,100,100,"N566881","otu544",11,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"101",101,101,101,"N566881","otu389",13,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Asterales","Asteraceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"102",102,102,102,"N566881","otu61",2438,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","campanula stenosiphon",FALSE,"Streptophyta","Magnoliopsida","Asterales","Campanulaceae","Campanula","Campanula stenosiphon",FALSE,FALSE,FALSE,FALSE
"103",103,103,103,"N566881","otu375",7,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified",NA,NA,NA,NA
"104",104,104,104,"N566881","otu32",1007,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","vaccinium vitis-idaea",TRUE,"Streptophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium","Vaccinium vitis-idaea",TRUE,FALSE,FALSE,FALSE
"105",105,105,105,"N566881","otu42",4349,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","erica arborea",FALSE,"Streptophyta","Magnoliopsida","Ericales","Ericaceae","Erica","Erica arborea",FALSE,FALSE,FALSE,FALSE
"106",106,106,106,"N566881","otu370",2,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified",NA,NA,NA,NA
"107",107,107,107,"N566881","otu46",348,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Paulowniaceae","Paulownia","Unclassified",NA,FALSE,FALSE,FALSE
"108",108,108,108,"N566881","otu6",118772,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","vaccinium vitis-idaea",TRUE,"Streptophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium","Vaccinium vitis-idaea",TRUE,FALSE,FALSE,FALSE
"109",109,109,109,"N566881","otu27",42835,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Poales","Juncaceae","Juncus","Unclassified",NA,FALSE,FALSE,FALSE
"110",110,110,110,"N566881","otu251",18,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"111",111,111,111,"N566881","otu12",15928,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"112",112,112,112,"N566881","otu254",2,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Poales","Poaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"113",113,113,113,"N566881","otu562",41,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"114",114,114,114,"N566881","otu916",564,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium","Unclassified",NA,FALSE,FALSE,FALSE
"115",115,115,115,"N566881","otu816",29,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"116",116,116,116,"N566881","otu87",3766,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"117",117,117,117,"N566881","otu496",2,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"118",118,118,118,"N566881","otu38",4432,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"119",119,119,119,"N566881","otu910",2,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"120",120,120,120,"N566881","otu830",2,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"121",121,121,121,"N566881","otu20",1767033,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Solanales","Solanaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"122",122,122,122,"N566881","otu736",2,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"123",123,123,123,"N566881","otu54",9031,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Ericales","Ericaceae","Arbutus","Unclassified",NA,FALSE,FALSE,FALSE
"124",124,124,124,"N566881","otu136",174,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex","Unclassified",NA,FALSE,FALSE,FALSE
"125",125,125,125,"N566881","otu202",4,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"126",126,126,126,"N566881","otu878",11,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"127",127,127,127,"N566881","otu33",4534,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","geum rivale",TRUE,"Streptophyta","Magnoliopsida","Rosales","Rosaceae","Geum","Geum rivale",TRUE,FALSE,FALSE,FALSE
"128",128,128,128,"N566881","otu479",11,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Polypodiopsida","Polypodiales","Onocleaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"129",129,129,129,"N566881","otu841",2,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"130",130,130,130,"N566881","otu689",125,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"131",131,131,131,"N566881","otu591",2,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"132",132,132,132,"N566881","otu178",143,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified",NA,NA,NA,NA
"133",133,133,133,"N566881","otu321",3,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","cannabis sativa",FALSE,"Streptophyta","Magnoliopsida","Rosales","Cannabaceae","Cannabis","Cannabis sativa",FALSE,TRUE,TRUE,TRUE
"134",134,134,134,"N566881","otu37",5361,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"135",135,135,135,"N566881","otu67",61,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"136",136,136,136,"N566881","otu4",6182,"Tiefenbach","f",6,2025,"black","-2,1",7,"no",96,39,3,2,0,"0",3200,150,2102,118,94.5,22,7.5,1,2,1,3,8,11,3,"2025-03-11 08:03","2025-03-11 06:23:00","2025-03-11","f","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
